,Age,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Duration,Calories_Burned,Fat_Percentage,Water_Intake,Frequency,BMI,avg_calories_burned,heart_rate_reserve,heart_rate_recovery,perceived_intensity,fitness_composite_score,Gender_Female,Gender_Male,Workout_Type_Cardio,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Intensity_High,Intensity_Low,Intensity_Mid
0,0.9268292682926831,0.5372636262513903,0.41999999999999993,0.5128205128205128,0.7551020408163267,0.41666666666666696,0.7933333333333332,0.6824324324324325,0.10399999999999998,0.9090909090909091,0.6666666666666666,0.4765458422174839,0.6086286594761168,0.5396825396825395,0.15384615384615385,0.6107078039927405,0.6675,0,1,0,0,0,1,0,1,0
1,0.6829268292682928,0.38820912124582874,0.06000000000000005,0.4871794871794872,0.6326530612244898,0.666666666666667,0.5333333333333334,0.39189189189189194,0.9559999999999998,0.2727272727272728,0.6666666666666666,0.5245202558635393,0.3574730354391371,0.4285714285714284,0.19230769230769235,0.5458257713248638,1.0,1,0,0,1,0,0,1,0,0
2,0.34146341463414637,0.31256952169076735,0.31999999999999984,0.17948717948717974,0.04081632653061229,0.16666666666666696,0.4066666666666667,0.25270270270270273,0.936,0.36363636363636365,0.6666666666666666,0.33022388059701496,0.180277349768875,0.4285714285714284,0.17159763313609472,0.28924682395644274,0.6675,1,0,1,0,0,0,0,0,1
3,0.17073170731707316,0.1468298109010011,0.3999999999999999,0.7692307692307692,0.8979591836734695,0.25,0.06,0.1547297297297297,0.7520000000000001,0.2727272727272728,0.33333333333333337,0.1623134328358209,0.9291217257318951,0.7619047619047619,0.772189349112426,0.5902903811252267,0.3325,0,1,0,0,1,0,1,0,0
4,0.48780487804878053,0.06785317018909898,0.5800000000000001,0.7179487179487181,0.7755102040816326,0.75,0.09333333333333332,0.17094594594594598,0.7679999999999999,0.5909090909090909,0.33333333333333337,0.05517057569296374,0.8443759630200309,0.5396825396825395,0.5621301775147929,0.5385662431941924,0.6675,0,1,0,0,1,0,1,0,0
5,0.9268292682926831,0.20022246941045596,0.3599999999999999,0.2051282051282053,0.7346938775510203,1.0,0.7266666666666668,0.5493243243243244,0.21999999999999997,0.5454545454545455,0.9999999999999999,0.2193496801705757,0.4160246533127887,0.12698412698412698,0.12426035502958582,0.7386569872958257,0.6675,1,0,0,1,0,0,1,0,0
6,0.43902439024390244,0.3370411568409343,0.43999999999999995,0.3589743589743595,1.0,0.9583333333333335,0.6599999999999999,0.731081081081081,0.45200000000000007,0.36363636363636365,0.33333333333333337,0.30490405117270786,0.9999999999999998,0.23809523809523792,0.1863905325443787,0.8355263157894735,0.6675,0,1,1,0,0,0,0,0,1
7,0.5365853658536586,0.33036707452725245,0.020000000000000018,0.7435897435897436,0.4285714285714288,0.5833333333333335,0.5133333333333334,0.39999999999999997,0.824,0.18181818181818177,0.33333333333333337,0.48640724946695096,0.423728813559322,0.6190476190476188,0.1686390532544379,0.3244101633393828,0.6675,1,0,1,0,0,0,0,0,1
8,0.2439024390243903,0.9087875417130145,0.8799999999999999,0.6410256410256414,0.14285714285714324,0.08333333333333348,0.35333333333333333,0.2810810810810811,0.7559999999999999,0.5000000000000001,0.6666666666666666,0.533582089552239,0.4052388289676425,0.746031746031746,0.22781065088757396,0.1894283121597098,0.3325,0,1,0,0,1,0,1,0,0
9,0.2439024390243903,0.6874304783092324,0.6800000000000002,0.23076923076923084,0.3265306122448983,0.5833333333333335,0.38666666666666666,0.3412162162162162,0.7879999999999999,0.5454545454545455,0.33333333333333337,0.47308102345415776,0.534668721109399,0.3015873015873014,0.19822485207100599,0.4575771324863884,1.0,0,1,1,0,0,0,0,0,1
